Mês/Ano,Sexo,Faixa etária,Cor/raça,Escolaridade,Ocupação,Renda familiar (SM),Bairro,Zona,Saúde,Segurança Pública,Conservação Urbana e Patrimonial,Educação,Preservação ambiental,Assistência Social,Transportes,Saneamento básico,Fator de maior preocupação
02/2024,Feminino,25-29,Branca,Fundamental completo,Estudante,Mais de 10 SM,Sepetiba,Zona Oeste,Regular,Ruim,Ótimo,Regular,Bom,Bom,Regular,Ótimo,corrupção
02/2024,Feminino,30-39,Branca,Fundamental incompleto,Aposentado,1–2 SM,Del Castilho,Zona Norte,Ruim,Regular,Bom,Ruim,Ruim,Regular,Regular,Regular,saúde
02/2024,Feminino,30-39,Branca,Médio completo,Empregado c/ carteira,3–5 SM,Cidade De Deus,Zona Oeste,Bom,Regular,Regular,Ruim,Regular,Ruim,Bom,Bom,pobreza e desigualdade
02/2024,Feminino,50-59,Parda,Médio incompleto,Autônomo,2–3 SM,Cosme Velho,Zona Sul,Regular,Regular,Bom,Bom,Ruim,Regular,Regular,Péssimo,desemprego
02/2024,Masculino,40-49,Parda,Médio incompleto,Desempregado,3–5 SM,Vila Militar,Zona Oeste,Bom,Regular,Bom,Bom,Bom,Ruim,Bom,Regular,crime e violência
02/2024,Masculino,16-24,Parda,Fundamental incompleto,Desempregado,2–3 SM,Benfica,Centro,Bom,Regular,Péssimo,Regular,Péssimo,Bom,Ruim,Bom,saúde
02/2024,Feminino,30-39,Amarela,Pós-graduação,Empresário,1–2 SM,Parada De Lucas,Zona Norte,Regular,Péssimo,Regular,Regular,Ruim,Regular,Bom,Péssimo,crime e violência
02/2024,Feminino,30-39,Parda,Superior completo,Desempregado,Mais de 10 SM,Recreio Dos Bandeirantes,Zona Oeste,Regular,Bom,Regular,Ruim,Regular,Bom,Regular,Bom,pobreza e desigualdade
02/2024,Masculino,50-59,Branca,Fundamental incompleto,Desempregado,1–2 SM,Laranjeiras,Zona Sul,Ruim,Regular,Bom,Regular,Ruim,Ruim,Bom,Ruim,questões climáticas
02/2024,Feminino,50-59,Branca,Superior completo,Empresário,3–5 SM,Vargem Grande,Zona Oeste,Regular,Regular,Regular,Ótimo,Ruim,Péssimo,Regular,Regular,crime e violência
02/2024,Feminino,30-39,Parda,Superior incompleto,Empregado c/ carteira,3–5 SM,Cascadura,Zona Norte,Bom,Regular,Regular,Bom,Regular,Regular,Péssimo,Regular,crime e violência
02/2024,Feminino,16-24,Parda,Médio incompleto,Empregado c/ carteira,1–2 SM,Maracanã,Zona Norte,Regular,Ótimo,Regular,Péssimo,Péssimo,Péssimo,Bom,Regular,educação
02/2024,Feminino,25-29,Branca,Superior completo,Autônomo,2–3 SM,Irajá,Zona Norte,Regular,Bom,Regular,Regular,Péssimo,Ruim,Ótimo,Ruim,questões climáticas
02/2024,Masculino,25-29,Branca,Médio completo,Empregado s/ carteira,1–2 SM,Jardim Botânico,Zona Sul,Regular,Regular,Ruim,Ruim,Bom,Ótimo,Regular,Regular,rede de transportes
02/2024,Feminino,50-59,Parda,Superior completo,Empregado c/ carteira,5–10 SM,Lagoa,Zona Sul,Ruim,Ruim,Péssimo,Regular,Bom,Regular,Ruim,Regular,crime e violência
02/2024,Feminino,16-24,Parda,Médio completo,Empregado c/ carteira,Mais de 10 SM,Praia Da Bandeira,Zona Norte,Bom,Regular,Ruim,Regular,Regular,Ruim,Péssimo,Regular,desemprego
02/2024,Feminino,30-39,Parda,Médio completo,Desempregado,3–5 SM,Cocotá,Zona Norte,Péssimo,Regular,Bom,Bom,Regular,Regular,Bom,Bom,pobreza e desigualdade
02/2024,Feminino,40-49,Branca,Médio incompleto,Aposentado,5–10 SM,Ricardo De Albuquerque,Zona Norte,Regular,Regular,Regular,Ruim,Bom,Regular,Ruim,Regular,questões climáticas
02/2024,Masculino,60+,Parda,Médio completo,Empregado c/ carteira,Até 1 SM,Complexo Do Alemão,Zona Norte,Regular,Regular,Ótimo,Ruim,Bom,Regular,Regular,Bom,educação
02/2024,Feminino,60+,Parda,Médio completo,Autônomo,2–3 SM,Inhaúma,Zona Norte,Péssimo,Bom,Regular,Bom,Péssimo,Regular,Bom,Bom,corrupção
02/2024,Feminino,60+,Preta,Superior completo,Empregado c/ carteira,2–3 SM,Lins De Vasconcelos,Zona Norte,Ruim,Bom,Regular,Bom,Ruim,Ótimo,Bom,Regular,educação
02/2024,Feminino,40-49,Parda,Médio completo,Desempregado,3–5 SM,Magalhães Bastos,Zona Oeste,Bom,Ruim,Regular,Regular,Ruim,Regular,Péssimo,Regular,rede de transportes
02/2024,Feminino,50-59,Parda,Fundamental completo,Autônomo,1–2 SM,Turiaçu,Zona Norte,Regular,Regular,Regular,Regular,Péssimo,Ruim,Ruim,Bom,desemprego
02/2024,Feminino,50-59,Parda,Sem instrução,Servidor público,3–5 SM,Recreio Dos Bandeirantes,Zona Oeste,Regular,Bom,Ruim,Regular,Regular,Ruim,Regular,Bom,crime e violência
02/2024,Feminino,50-59,Parda,Superior completo,Empregado c/ carteira,3–5 SM,Tomás Coelho,Zona Norte,Regular,Bom,Ruim,Regular,Regular,Regular,Péssimo,Bom,crime e violência
02/2024,Feminino,60+,Branca,Médio completo,Autônomo,1–2 SM,Rocinha,Zona Sul,Ruim,Ruim,Ótimo,Ruim,Bom,Regular,Bom,Regular,pobreza e desigualdade
02/2024,Feminino,30-39,Preta,Médio incompleto,Empregado c/ carteira,1–2 SM,Rio Comprido,Centro,Regular,Regular,Ruim,Regular,Regular,Ótimo,Regular,Regular,corrupção
02/2024,Masculino,30-39,Parda,Superior completo,Autônomo,Até 1 SM,Inhoaíba,Zona Oeste,Bom,Péssimo,Ruim,Regular,Bom,Ruim,Regular,Bom,pobreza e desigualdade
02/2024,Masculino,30-39,Parda,Superior completo,Aposentado,3–5 SM,Grajaú,Zona Norte,Regular,Regular,Bom,Ótimo,Bom,Regular,Péssimo,Ruim,crime e violência
02/2024,Feminino,40-49,Indígena,Superior incompleto,Servidor público,2–3 SM,Ribeira,Zona Norte,Ótimo,Bom,Regular,Bom,Bom,Regular,Regular,Bom,inflação
02/2024,Feminino,50-59,Amarela,Fundamental completo,Empregado s/ carteira,1–2 SM,Cascadura,Zona Norte,Regular,Ruim,Ruim,Regular,Regular,Bom,Ruim,Bom,crime e violência
02/2024,Masculino,50-59,Parda,Médio completo,Aposentado,5–10 SM,Vicente De Carvalho,Zona Norte,Regular,Bom,Regular,Ruim,Péssimo,Bom,Péssimo,Péssimo,inflação
02/2024,Feminino,30-39,Branca,Superior completo,Empregado c/ carteira,1–2 SM,Grumari,Zona Oeste,Regular,Regular,Regular,Ruim,Bom,Bom,Ótimo,Regular,inflação
02/2024,Feminino,30-39,Branca,Superior completo,Empregado c/ carteira,2–3 SM,Vila Valqueire,Zona Oeste,Regular,Bom,Regular,Ruim,Regular,Ruim,Bom,Bom,rede de transportes
02/2024,Feminino,60+,Preta,Pós-graduação,Aposentado,3–5 SM,Rocha Miranda,Zona Norte,Bom,Regular,Péssimo,Regular,Regular,Regular,Bom,Ruim,crime e violência
02/2024,Masculino,25-29,Branca,Médio completo,Empregado c/ carteira,3–5 SM,Copacabana,Zona Sul,Péssimo,Ruim,Péssimo,Bom,Regular,Regular,Ruim,Bom,crime e violência
02/2024,Masculino,25-29,Indígena,Superior completo,Empregado c/ carteira,3–5 SM,Cavalcanti,Zona Norte,Regular,Regular,Bom,Regular,Péssimo,Péssimo,Regular,Péssimo,questões climáticas
02/2024,Feminino,40-49,Branca,Fundamental incompleto,Empregado s/ carteira,1–2 SM,Vila Da Penha,Zona Norte,Regular,Bom,Regular,Ótimo,Bom,Bom,Bom,Bom,inflação
02/2024,Masculino,16-24,Parda,Médio incompleto,Empregado s/ carteira,1–2 SM,Laranjeiras,Zona Sul,Péssimo,Regular,Regular,Regular,Ótimo,Bom,Regular,Ruim,questões climáticas
02/2024,Feminino,30-39,Parda,Médio completo,Empregado c/ carteira,3–5 SM,Engenho Da Rainha,Zona Norte,Ruim,Regular,Bom,Bom,Regular,Bom,Regular,Bom,questões climáticas
02/2024,Feminino,25-29,Branca,Pós-graduação,Aposentado,Até 1 SM,Humaitá,Zona Sul,Bom,Ruim,Regular,Bom,Regular,Regular,Regular,Péssimo,crime e violência
02/2024,Feminino,16-24,Preta,Sem instrução,Empregado s/ carteira,5–10 SM,Cidade Nova,Centro,Regular,Ruim,Ruim,Regular,Bom,Ruim,Ruim,Regular,educação
02/2024,Feminino,40-49,Parda,Médio incompleto,Autônomo,2–3 SM,São Conrado,Zona Sul,Regular,Bom,Ruim,Ótimo,Bom,Ruim,Bom,Bom,saúde
02/2024,Masculino,30-39,Branca,Superior completo,Empregado c/ carteira,2–3 SM,Cavalcanti,Zona Norte,Bom,Ruim,Ruim,Regular,Ruim,Regular,Regular,Ruim,pobreza e desigualdade
02/2024,Masculino,30-39,Branca,Médio incompleto,Autônomo,1–2 SM,Vargem Pequena,Zona Oeste,Bom,Bom,Ótimo,Regular,Bom,Regular,Bom,Regular,corrupção
02/2024,Feminino,25-29,Parda,Fundamental completo,Estudante,5–10 SM,Anil,Zona Oeste,Regular,Bom,Ruim,Ruim,Regular,Ruim,Ruim,Ruim,crime e violência
02/2024,Feminino,50-59,Branca,Superior incompleto,Servidor público,3–5 SM,Centro,Centro,Regular,Bom,Regular,Bom,Péssimo,Regular,Regular,Regular,crime e violência
02/2024,Masculino,30-39,Preta,Superior incompleto,Empresário,2–3 SM,São Cristóvão,Centro,Ruim,Bom,Bom,Ótimo,Regular,Bom,Ruim,Ruim,crime e violência
02/2024,Masculino,30-39,Branca,Médio completo,Autônomo,3–5 SM,Parque Anchieta,Zona Norte,Bom,Ruim,Regular,Ruim,Regular,Ruim,Bom,Regular,crime e violência
02/2024,Masculino,25-29,Branca,Superior completo,Empresário,2–3 SM,Gamboa,Centro,Péssimo,Regular,Ruim,Bom,Regular,Ruim,Regular,Péssimo,corrupção
02/2024,Feminino,30-39,Branca,Fundamental completo,Empregado c/ carteira,2–3 SM,Praça Da Bandeira,Zona Norte,Ruim,Regular,Regular,Ruim,Regular,Regular,Ruim,Regular,educação
02/2024,Masculino,30-39,Branca,Superior completo,Empregado c/ carteira,2–3 SM,Madureira,Zona Norte,Ruim,Péssimo,Péssimo,Bom,Ruim,Bom,Ruim,Bom,pobreza e desigualdade
02/2024,Masculino,30-39,Branca,Superior completo,Estudante,2–3 SM,Jacarepaguá,Zona Oeste,Bom,Regular,Regular,Regular,Ruim,Regular,Ruim,Bom,saúde
02/2024,Feminino,60+,Indígena,Médio completo,Empregado c/ carteira,1–2 SM,Rocha Miranda,Zona Norte,Ruim,Ótimo,Regular,Bom,Regular,Regular,Bom,Ruim,saúde
02/2024,Masculino,60+,Branca,Superior completo,Empregado c/ carteira,Até 1 SM,Botafogo,Zona Sul,Regular,Regular,Bom,Regular,Ruim,Bom,Bom,Ruim,crime e violência
02/2024,Feminino,40-49,Branca,Fundamental incompleto,Servidor público,Até 1 SM,Quintino Bocaiúva,Zona Norte,Regular,Ruim,Ótimo,Ruim,Bom,Regular,Regular,Regular,crime e violência
02/2024,Masculino,16-24,Branca,Fundamental incompleto,Estudante,1–2 SM,Catete,Zona Sul,Regular,Péssimo,Regular,Regular,Ótimo,Bom,Regular,Bom,pobreza e desigualdade
02/2024,Feminino,40-49,Parda,Superior completo,Empregado c/ carteira,1–2 SM,Benfica,Centro,Ruim,Regular,Regular,Regular,Ruim,Regular,Bom,Bom,desemprego
02/2024,Masculino,16-24,Parda,Fundamental incompleto,Estudante,5–10 SM,Urca,Zona Sul,Ótimo,Ruim,Regular,Bom,Bom,Bom,Regular,Regular,corrupção
02/2024,Masculino,40-49,Parda,Sem instrução,Aposentado,3–5 SM,Engenho De Dentro,Zona Norte,Regular,Ruim,Regular,Péssimo,Ruim,Péssimo,Regular,Bom,corrupção
02/2024,Feminino,30-39,Branca,Médio completo,Servidor público,Mais de 10 SM,Rocinha,Zona Sul,Ruim,Bom,Ruim,Regular,Regular,Bom,Regular,Regular,crime e violência
02/2024,Masculino,50-59,Parda,Fundamental incompleto,Autônomo,2–3 SM,Pechincha,Zona Oeste,Regular,Regular,Regular,Bom,Regular,Regular,Bom,Regular,pobreza e desigualdade
02/2024,Feminino,60+,Parda,Superior completo,Estudante,2–3 SM,Urca,Zona Sul,Bom,Bom,Regular,Ótimo,Ruim,Ótimo,Péssimo,Bom,questões climáticas
02/2024,Masculino,30-39,Parda,Superior completo,Estudante,3–5 SM,Campinho,Zona Norte,Bom,Regular,Regular,Ótimo,Ruim,Bom,Regular,Regular,pobreza e desigualdade
02/2024,Masculino,30-39,Branca,Médio completo,Desempregado,3–5 SM,Deodoro,Zona Oeste,Regular,Ruim,Bom,Bom,Ruim,Regular,Regular,Regular,educação
02/2024,Feminino,40-49,Parda,Médio completo,Desempregado,2–3 SM,Leblon,Zona Sul,Regular,Ruim,Péssimo,Péssimo,Regular,Bom,Péssimo,Regular,crime e violência
02/2024,Feminino,25-29,Branca,Médio completo,Autônomo,3–5 SM,Vidigal,Zona Sul,Ótimo,Regular,Ruim,Regular,Regular,Regular,Bom,Regular,crime e violência
02/2024,Masculino,60+,Branca,Fundamental completo,Autônomo,3–5 SM,Caju,Centro,Ótimo,Ruim,Bom,Bom,Péssimo,Ótimo,Regular,Ruim,pobreza e desigualdade
02/2024,Feminino,30-39,Branca,Médio incompleto,Empresário,3–5 SM,Jardim Guanabara,Zona Norte,Ruim,Bom,Ruim,Regular,Ruim,Regular,Ruim,Regular,educação
02/2024,Feminino,16-24,Branca,Fundamental incompleto,Empregado s/ carteira,3–5 SM,Higienópolis,Zona Norte,Bom,Bom,Péssimo,Regular,Regular,Ruim,Regular,Ótimo,pobreza e desigualdade
02/2024,Masculino,50-59,Branca,Médio completo,Empregado c/ carteira,Mais de 10 SM,Pechincha,Zona Oeste,Péssimo,Bom,Ruim,Bom,Ruim,Péssimo,Ruim,Ruim,crime e violência
02/2024,Feminino,25-29,Parda,Médio completo,Estudante,5–10 SM,Rocha,Zona Norte,Regular,Ruim,Regular,Bom,Ruim,Regular,Ruim,Regular,desemprego
02/2024,Masculino,16-24,Preta,Superior completo,Empregado c/ carteira,2–3 SM,Maria Da Graça,Zona Norte,Ruim,Ruim,Péssimo,Bom,Regular,Ruim,Bom,Péssimo,crime e violência
02/2024,Masculino,40-49,Parda,Superior incompleto,Autônomo,Até 1 SM,Cordovil,Zona Norte,Bom,Regular,Bom,Regular,Regular,Ruim,Bom,Péssimo,rede de transportes
02/2024,Masculino,40-49,Branca,Superior incompleto,Empregado c/ carteira,Até 1 SM,Leblon,Zona Sul,Péssimo,Péssimo,Regular,Regular,Regular,Bom,Regular,Regular,questões climáticas
02/2024,Feminino,40-49,Parda,Médio incompleto,Desempregado,1–2 SM,Saúde,Centro,Ótimo,Ruim,Bom,Péssimo,Bom,Ruim,Regular,Péssimo,corrupção
02/2024,Masculino,40-49,Parda,Superior completo,Servidor público,Até 1 SM,Grajaú,Zona Norte,Ótimo,Regular,Regular,Regular,Bom,Regular,Bom,Regular,crime e violência
02/2024,Feminino,16-24,Branca,Superior completo,Estudante,2–3 SM,Costa Barros,Zona Norte,Bom,Regular,Péssimo,Regular,Ruim,Bom,Bom,Bom,saúde
02/2024,Masculino,30-39,Parda,Superior completo,Empregado c/ carteira,Até 1 SM,Jacaré,Zona Norte,Bom,Ruim,Ruim,Péssimo,Regular,Péssimo,Ruim,Bom,corrupção
02/2024,Masculino,30-39,Parda,Sem instrução,Empresário,3–5 SM,Magalhães Bastos,Zona Oeste,Regular,Bom,Ruim,Regular,Bom,Bom,Regular,Regular,inflação
02/2024,Feminino,60+,Branca,Médio completo,Empregado c/ carteira,1–2 SM,Leblon,Zona Sul,Ruim,Bom,Regular,Regular,Regular,Regular,Bom,Regular,desemprego
02/2024,Feminino,16-24,Branca,Médio completo,Autônomo,2–3 SM,Marechal Hermes,Zona Norte,Bom,Bom,Péssimo,Regular,Bom,Regular,Péssimo,Péssimo,corrupção
02/2024,Masculino,25-29,Branca,Médio incompleto,Autônomo,Até 1 SM,Campo Grande,Zona Oeste,Ruim,Ruim,Regular,Ruim,Ruim,Regular,Ruim,Regular,educação
02/2024,Masculino,60+,Amarela,Pós-graduação,Empresário,5–10 SM,Engenho Novo,Zona Norte,Ruim,Péssimo,Ótimo,Regular,Regular,Regular,Regular,Ruim,crime e violência
02/2024,Feminino,60+,Branca,Médio incompleto,Empregado c/ carteira,5–10 SM,Caju,Centro,Péssimo,Regular,Regular,Regular,Regular,Bom,Ruim,Ruim,pobreza e desigualdade
02/2024,Masculino,50-59,Branca,Fundamental completo,Estudante,2–3 SM,Jardim Botânico,Zona Sul,Bom,Péssimo,Regular,Regular,Bom,Regular,Regular,Regular,educação
02/2024,Feminino,16-24,Parda,Médio completo,Empregado s/ carteira,5–10 SM,Vasco Da Gama,Centro,Bom,Regular,Bom,Regular,Ruim,Bom,Regular,Bom,educação
02/2024,Feminino,40-49,Preta,Médio incompleto,Empregado c/ carteira,1–2 SM,Praça Da Bandeira,Zona Norte,Bom,Regular,Péssimo,Ruim,Péssimo,Bom,Regular,Ruim,educação
02/2024,Feminino,30-39,Branca,Superior completo,Servidor público,5–10 SM,Vila Militar,Zona Oeste,Regular,Ruim,Regular,Regular,Ruim,Ruim,Bom,Regular,desemprego
02/2024,Feminino,50-59,Parda,Médio completo,Autônomo,3–5 SM,Cascadura,Zona Norte,Regular,Regular,Péssimo,Bom,Regular,Ruim,Bom,Ruim,crime e violência
02/2024,Feminino,16-24,Parda,Médio completo,Estudante,2–3 SM,Barra De Guaratiba,Zona Oeste,Regular,Regular,Regular,Regular,Ruim,Regular,Bom,Regular,crime e violência
02/2024,Masculino,25-29,Parda,Médio completo,Empregado c/ carteira,Até 1 SM,Rocha,Zona Norte,Bom,Ótimo,Bom,Péssimo,Bom,Bom,Regular,Bom,crime e violência
02/2024,Masculino,30-39,Preta,Fundamental incompleto,Estudante,1–2 SM,Leme,Zona Sul,Regular,Ótimo,Ótimo,Regular,Bom,Regular,Regular,Bom,desemprego
02/2024,Masculino,16-24,Branca,Superior completo,Aposentado,5–10 SM,Paciência,Zona Oeste,Regular,Regular,Péssimo,Regular,Regular,Bom,Ótimo,Bom,crime e violência
02/2024,Masculino,40-49,Preta,Superior completo,Autônomo,3–5 SM,Freguesia (Jacarepaguá),Zona Oeste,Regular,Bom,Ótimo,Péssimo,Bom,Ruim,Ruim,Bom,crime e violência
02/2024,Feminino,50-59,Parda,Médio completo,Autônomo,1–2 SM,Vidigal,Zona Sul,Bom,Ruim,Regular,Regular,Bom,Bom,Regular,Ruim,crime e violência
02/2024,Masculino,40-49,Preta,Pós-graduação,Empresário,2–3 SM,Gardênia Azul,Zona Oeste,Regular,Regular,Bom,Péssimo,Regular,Regular,Regular,Regular,rede de transportes
02/2024,Feminino,30-39,Parda,Médio completo,Aposentado,Até 1 SM,Piedade,Zona Norte,Regular,Regular,Regular,Bom,Regular,Regular,Péssimo,Bom,pobreza e desigualdade
02/2024,Feminino,50-59,Preta,Superior incompleto,Autônomo,Até 1 SM,Camorim,Zona Oeste,Ruim,Ruim,Bom,Péssimo,Ruim,Péssimo,Péssimo,Regular,crime e violência
02/2024,Feminino,16-24,Branca,Superior completo,Desempregado,5–10 SM,Cidade Nova,Centro,Péssimo,Péssimo,Ótimo,Bom,Bom,Bom,Bom,Regular,corrupção
02/2024,Feminino,25-29,Branca,Superior incompleto,Estudante,2–3 SM,Paciência,Zona Oeste,Ruim,Bom,Ruim,Ruim,Péssimo,Bom,Regular,Bom,rede de transportes
02/2024,Feminino,30-39,Branca,Médio completo,Empregado c/ carteira,2–3 SM,Jardim Sulacap,Zona Oeste,Bom,Regular,Regular,Ruim,Regular,Péssimo,Ruim,Ótimo,desemprego
02/2024,Masculino,16-24,Branca,Sem instrução,Autônomo,5–10 SM,Saúde,Centro,Bom,Ruim,Regular,Regular,Regular,Regular,Bom,Regular,crime e violência
02/2024,Feminino,16-24,Parda,Superior incompleto,Empresário,2–3 SM,Cidade De Deus,Zona Oeste,Péssimo,Ótimo,Ruim,Ruim,Bom,Ruim,Bom,Regular,desemprego
02/2024,Masculino,30-39,Branca,Pós-graduação,Servidor público,2–3 SM,Saúde,Centro,Ruim,Bom,Ruim,Regular,Regular,Ruim,Bom,Péssimo,crime e violência
02/2024,Feminino,60+,Branca,Médio completo,Aposentado,1–2 SM,Coelho Neto,Zona Norte,Ruim,Regular,Regular,Bom,Péssimo,Regular,Bom,Péssimo,desemprego
02/2024,Masculino,60+,Parda,Médio completo,Empregado c/ carteira,3–5 SM,Gardênia Azul,Zona Oeste,Ruim,Regular,Ruim,Regular,Ruim,Bom,Péssimo,Regular,rede de transportes
02/2024,Masculino,30-39,Preta,Médio completo,Empresário,3–5 SM,Cavalcanti,Zona Norte,Bom,Bom,Péssimo,Regular,Bom,Bom,Ruim,Regular,corrupção
02/2024,Feminino,16-24,Parda,Superior incompleto,Desempregado,Até 1 SM,Inhoaíba,Zona Oeste,Ruim,Regular,Regular,Regular,Regular,Ruim,Bom,Regular,crime e violência
02/2024,Feminino,16-24,Parda,Sem instrução,Empregado c/ carteira,3–5 SM,Engenho Da Rainha,Zona Norte,Bom,Regular,Ruim,Bom,Regular,Ruim,Ruim,Bom,desemprego
02/2024,Feminino,30-39,Parda,Superior completo,Desempregado,5–10 SM,Parque Columbia,Zona Norte,Regular,Regular,Ruim,Bom,Bom,Regular,Bom,Bom,crime e violência
02/2024,Masculino,25-29,Preta,Superior completo,Aposentado,3–5 SM,São Francisco Xavier,Zona Norte,Regular,Ruim,Ruim,Regular,Ruim,Regular,Regular,Ótimo,saúde
02/2024,Masculino,16-24,Parda,Médio completo,Empregado c/ carteira,5–10 SM,Parada De Lucas,Zona Norte,Regular,Ruim,Regular,Ruim,Regular,Bom,Regular,Bom,desemprego
02/2024,Masculino,40-49,Amarela,Fundamental incompleto,Servidor público,1–2 SM,Madureira,Zona Norte,Regular,Regular,Péssimo,Ruim,Regular,Regular,Bom,Bom,desemprego
02/2024,Feminino,40-49,Branca,Superior incompleto,Servidor público,1–2 SM,Flamengo,Zona Sul,Regular,Regular,Ótimo,Bom,Bom,Péssimo,Regular,Regular,desemprego
02/2024,Feminino,25-29,Parda,Fundamental incompleto,Empregado c/ carteira,3–5 SM,Parada De Lucas,Zona Norte,Regular,Ruim,Péssimo,Péssimo,Bom,Ruim,Ruim,Bom,crime e violência
02/2024,Masculino,50-59,Parda,Médio completo,Servidor público,1–2 SM,Santíssimo,Zona Oeste,Regular,Regular,Bom,Péssimo,Péssimo,Regular,Bom,Bom,questões climáticas
02/2024,Feminino,50-59,Parda,Fundamental incompleto,Servidor público,Até 1 SM,Vista Alegre,Zona Norte,Bom,Ruim,Regular,Ótimo,Ótimo,Regular,Ruim,Regular,saúde
02/2024,Masculino,30-39,Parda,Médio completo,Empregado c/ carteira,Até 1 SM,Honório Gurgel,Zona Norte,Regular,Regular,Ruim,Regular,Regular,Ruim,Bom,Regular,corrupção
02/2024,Feminino,16-24,Preta,Médio incompleto,Empregado c/ carteira,3–5 SM,Lagoa,Zona Sul,Ruim,Regular,Bom,Regular,Ruim,Regular,Regular,Bom,desemprego
02/2024,Masculino,60+,Preta,Superior completo,Empregado s/ carteira,Até 1 SM,Gávea,Zona Sul,Regular,Bom,Bom,Regular,Regular,Regular,Ruim,Ruim,desemprego
02/2024,Feminino,40-49,Branca,Superior completo,Empregado s/ carteira,1–2 SM,Catete,Zona Sul,Regular,Ruim,Regular,Regular,Regular,Regular,Bom,Regular,saúde
02/2024,Feminino,25-29,Branca,Pós-graduação,Estudante,1–2 SM,Pechincha,Zona Oeste,Regular,Regular,Ruim,Regular,Regular,Bom,Regular,Regular,crime e violência
02/2024,Masculino,40-49,Branca,Médio incompleto,Empregado s/ carteira,3–5 SM,Turiaçu,Zona Norte,Bom,Ruim,Ótimo,Bom,Péssimo,Bom,Regular,Péssimo,pobreza e desigualdade
02/2024,Masculino,30-39,Branca,Fundamental incompleto,Servidor público,2–3 SM,Bonsucesso,Zona Norte,Regular,Regular,Regular,Bom,Ruim,Bom,Regular,Ótimo,desemprego
02/2024,Masculino,40-49,Branca,Médio completo,Empresário,1–2 SM,Guaratiba,Zona Oeste,Ótimo,Ótimo,Regular,Bom,Péssimo,Ótimo,Bom,Regular,desemprego
02/2024,Masculino,30-39,Parda,Fundamental incompleto,Empregado c/ carteira,3–5 SM,Ipanema,Zona Sul,Regular,Regular,Bom,Ruim,Regular,Bom,Regular,Bom,corrupção
02/2024,Masculino,30-39,Parda,Fundamental completo,Autônomo,3–5 SM,Saúde,Centro,Regular,Bom,Regular,Bom,Bom,Bom,Regular,Regular,pobreza e desigualdade
02/2024,Masculino,50-59,Parda,Médio completo,Autônomo,2–3 SM,Acari,Zona Norte,Bom,Regular,Bom,Ruim,Bom,Bom,Regular,Bom,questões climáticas
02/2024,Masculino,40-49,Parda,Médio completo,Autônomo,1–2 SM,Manguinhos,Zona Norte,Regular,Regular,Regular,Regular,Ruim,Bom,Ruim,Regular,pobreza e desigualdade
02/2024,Masculino,16-24,Parda,Fundamental incompleto,Empregado s/ carteira,3–5 SM,Inhaúma,Zona Norte,Ruim,Bom,Ruim,Regular,Regular,Regular,Péssimo,Regular,desemprego
02/2024,Masculino,16-24,Branca,Médio completo,Empregado c/ carteira,5–10 SM,Ipanema,Zona Sul,Regular,Bom,Ruim,Ruim,Regular,Regular,Regular,Péssimo,pobreza e desigualdade
02/2024,Masculino,30-39,Parda,Médio completo,Empregado c/ carteira,Até 1 SM,Freguesia (Ilha Do Governador),Zona Norte,Péssimo,Ruim,Regular,Bom,Péssimo,Péssimo,Ruim,Regular,pobreza e desigualdade
02/2024,Masculino,30-39,Parda,Médio incompleto,Empregado c/ carteira,1–2 SM,Pechincha,Zona Oeste,Péssimo,Ruim,Bom,Bom,Ótimo,Regular,Péssimo,Péssimo,rede de transportes
